54
73
80
190
45
142
175
78
5
177
36
79
61
91
141
187
163
165
127
89
103
113
176
180
166
194
86
185
179
94
47
148
60
20
59
28
149
140
183
174
152
170
34
55
18
62
124
106
159
143
119
153
81
97
77
82
21
8
111
144
104
56
138
182
139
11
33
160
29
35
0
109
189
184
155
3
70
15
145
168
195
13
132
169
188
6
147
90
121
131
135
122
63
27
38
1
198
117
193
31
54
