156
198
193
117
31
54
73
190
80
45
142
175
78
5
177
36
61
91
141
21
8
104
160
33
29
109
0
35
111
82
77
81
153
146
187
163
89
127
103
114
113
194
166
179
66
94
47
148
60
20
28
140
183
95
130
99
185
86
176
180
143
106
124
62
55
18
34
152
184
155
3
70
15
145
168
195
126
13
132
169
188
6
147
134
139
11
138
182
25
158
121
51
90
191
10
133
122
63
135
1
156
